,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jamescharles
273,youtube#playlistItem,vAjGpql1xCb4u2xk-ey4cNDqoGo,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLllQX1lINmNnT0Ew,2020-01-10T20:01:35Z,UCucot-Zp428OwkyRm2I7v2Q,What REALLY Happened In 2019...,"Hi Sisters! Happy 2020! Today's video is a chit chat get ready with me. I wanted to talk about 2019 and finally close that chapter in my life, but also discuss 2020 while doing my Updated Makeup Routine! I got my eyebrows microbladed,  I switched up my makeup routine & I finally found the perfect foundation match!! Enjoy and don't forget to thumbs up and SUBSCRIBE!  🎥 PREVIOUS VIDEO » https://youtu.be/Y3_LY3zMSNg 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  __  ♡ MY AMAZING TEAM  DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula  EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan   GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,272,youtube#video,YP_YH6cgOA0,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2020-01-10,5248176
274,youtube#playlistItem,xdjHSOKfOu-Ni9XtbsbFJafunXs,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLlkzX0xZM3pNU05n,2019-12-27T20:00:43Z,UCucot-Zp428OwkyRm2I7v2Q,2019 Carpool Karaoke ft. My Favorite YouTubers,"HAPPY HOLIDAYS SISTERS! 2019 has been quite the roller coaster, so I wanted to end it off with some of favorite YouTubers & best friends that made my year special. ❤️Colleen Ballinger, Joey Graceffa, Manny MUA, Nikita Dragun, Larray, my a cappella friends, & best friends all drive around with me and sing Christmas songs! Enjoy!!  🎥 PREVIOUS VIDEO » https://youtu.be/xpu-nicvYzE 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula  EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan   GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,273,youtube#video,Y3_LY3zMSNg,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-12-27,4056332
275,youtube#playlistItem,MnPy-iCgSNueTGW9vhOXuZ9GQw0,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnhwdS1uaWN2WXpF,2019-12-20T20:24:08Z,UCucot-Zp428OwkyRm2I7v2Q,James Charles Answers the Web's Most Searched Questions,"HI SISTERS! I recently found out that I was the THIRD most Googled person in the world this year... insane. 💀 I figured with that many searches, there must be a lot of questions too. Inspired by WIRED, I decided to answer the web's most search questions! Enjoy!  Video credit to WIRED » https://www.youtube.com/user/wired  🎥 PREVIOUS VIDEO » https://www.youtube.com/watch?v=-Khu2dXiPf8 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TIK TOK » jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula  EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan   GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,274,youtube#video,xpu-nicvYzE,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-12-20,9531118
276,youtube#playlistItem,Bg4cBuQ14IDyZhvnfPyg5irbMAk,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLi1LaHUyZFhpUGY4,2019-12-15T20:00:46Z,UCucot-Zp428OwkyRm2I7v2Q,Sisters Christmas Party 2019,"HI SISTERS! Last week, I invited 25 of my fans over to my house for the first ever Sisters Christmas Party! It was one of the best days of my life and I was so grateful to get to know some of you beautiful people who support me every day! We made gingerbread houses, ate dinner, played white elephant with CRAZY gifts, and danced!! What fun things do you think we should do next year? Love you all so much!  Thank you again to Ludim Design for bringing the party to life» http://instagram.com/ludimdesign  🎥 PREVIOUS VIDEO » https://www.youtube.com/watch?v=jwHfMld-2BU 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  VIDEOGRAPHER/PRODUCER: Louis Gargiula http://instagram.com/louisgargiula  EDITOR:  Ryan Allen   http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,275,youtube#video,-Khu2dXiPf8,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-12-15,2436789
277,youtube#playlistItem,w-VXPFnGRAwe41Dl4euN8Fotlsw,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmp3SGZNbGQtMkJV,2019-12-10T20:01:51Z,UCucot-Zp428OwkyRm2I7v2Q,Trying Celebrity Makeup Hacks!,"HI SISTERS! In today's video, I try out some Celebrity Makeup Hacks by following the Vogue Beauty Secrets videos! Kendall & Kylie Jenner, Kourtney Kardashian, Jhene Aiko, Taylor Hill, Ashley Graham, Emily Ratajkowski & more all have some awesome tricks that I decided to test... See how my makeup turns out!!  ALL CREDITS GO TO VOGUE BEAUTY SECRETS SERIES: https://www.youtube.com/playlist?list=PLztAHXmlMZFS9ZN7GTlZ2UOB2JmxICdt8  🎥 PREVIOUS VIDEO » https://youtu.be/F7s1wUfhiLc 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos! __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  Louis Gargiula http://instagram.com/louisgargiula Ryan Allen https://www.youtube.com/user/HelloXRyan Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,276,youtube#video,jwHfMld-2BU,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-12-10,10243230
278,youtube#playlistItem,pzQ2jOHWUkdWhCqA22gQApF6D1M,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkY3czF3VWZoaUxj,2019-12-06T20:42:32Z,UCucot-Zp428OwkyRm2I7v2Q,Puppy Picks My Makeup!,"HI SISTERS! In today's video, I decided to let my puppy, Finn, pick my makeup!!! 🐶He's seen me film a few beauty videos so I wanted to put him to the test and see what products he would pick... Enjoy and don't forget to thumbs up and SUBSCRIBE!!  Follow FINN » http://instagram.com/finncharles Credit to GlamByRoxy for the original idea! » https://www.youtube.com/watch?v=-AB3uzC3SaE  🎥 PREVIOUS VIDEO » https://youtu.be/tqn6fqkEFqA 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  Louis Gargiula http://instagram.com/louisgargiula Ryan Allen https://www.youtube.com/user/HelloXRyan Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,277,youtube#video,F7s1wUfhiLc,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-12-06,13988402
279,youtube#playlistItem,yesHom84Q_42NworAUEwxKHECSU,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnRxbjZmcWtFRnFB,2019-11-29T20:55:12Z,UCucot-Zp428OwkyRm2I7v2Q,Doing Kesha's Makeup!,"HI SISTERS! In today’s video I glam up the iconic KESHA! We showcase her new beauty line while talking about her old music as Ke$ha, how she’s transformed over the past few years, her new album, and more! Enjoy and don’t forget to thumbs up and SUBSCRIBE! 🌈❤️  Follow Kesha http://hipdot.com http://instagram.com/iiswhoiis http://twitter.com/kesharose  🎥 PREVIOUS VIDEO » https://youtu.be/SXNcv3U1oo8 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless TIK TOK » jamescharles __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,278,youtube#video,tqn6fqkEFqA,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-11-29,3704286
280,youtube#playlistItem,5tIrslNUgvfn9UjOSAtbjlhv8DY,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLlNYTmN2M1Uxb284,2019-11-22T20:00:26Z,UCucot-Zp428OwkyRm2I7v2Q,Doing My Makeup On A Private Jet (BIG MISTAKE LOL),"HI SISTERS! In today's video, I flew to Las Vegas for a meet and greet, and wanted to take you along for the ride! We took a private jet ✈️ (thanks Morphe) and I got glam using my mini-palette but things didn't exactly go as planned... Enjoy this little vlog!!!  🎥 PREVIOUS VIDEO » https://youtu.be/N_NWIKya_Qc 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,279,youtube#video,SXNcv3U1oo8,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-11-22,1523969
281,youtube#playlistItem,awUHg0EaE8DKjg6rCe_WWDFKoek,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLk5fTldJS3lhX1Fj,2019-11-15T20:00:16Z,UCucot-Zp428OwkyRm2I7v2Q,I'm Filming My Own Reality Competition Show... & I Want YOU To Be In It!,"HI SISTERS! I am SO excited to announce that I will be filming and executive producing my VERY OWN BEAUTY COMPETITION SHOW for YouTube Originals & Brian Graden Media. This has been one of my biggest dreams since I started making videos! We are casting the BEST of the BEST micro influencers to compete in real challenges that will test not only their makeup skills, but everything that it takes to be an influencer. 6 will compete, but only one will be crowned and take home an insane prize package, including $50,000. GOOD LUCK!  HOW TO ENTER: • You MUST be 18+, a legal resident of the US, and have an active YouTube channel (at least 6 videos in the last 3 months) • Upload your self-taped & edited chit chat get ready with me no later than Thursday, November 21st, 2019 at 11:59PM PST on your YouTube channel.  • Uploaders must demonstrate strong expertise in the beauty space and a passion for educating and inspiring others will be considered for participation in the show, and also must ensure their videos comply with the YouTube Terms of Service and Community Guidelines. • Tag your video in the description with #jamescharlescasting on YouTube to show the world you've got what it takes. • Finally, visit http://jamescharlescasting.com, fill out the basic information INCLUDING YOUR YOUTUBE VIDEO URL, and submit!   For beauty community fans, make sure you check out the hashtag #jamescharlescasting over the next week and tell us who YOU want to see on the show! Thumbs up your favorite videos, support your favorite artists, and let your voice be heard.   GOOD LUCK SISTERS!",James Charles,UUucot-Zp428OwkyRm2I7v2Q,280,youtube#video,N_NWIKya_Qc,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-11-15,1602407
282,youtube#playlistItem,Z-MrGxa32dQton3nasyszJ1N-pw,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnAtYVZoU0VPOFJv,2019-11-08T21:00:08Z,UCucot-Zp428OwkyRm2I7v2Q,Rapping My Makeup Routine,"HI SISTERS! Here's a video I bet you'd never see coming... RAPPING MY MAKEUP ROUTINE. 🔥 Enjoy as I spit bars through every step of my makeup routine... the other rap girls could NEVER. ;)  INSPIRED BY KATHLYN CELESTE!!! Check out her incredible video!! » https://www.youtube.com/channel/UCzyrNGiPTivg4sxUrRRmbCg Check out NATEGAWD as well! » https://www.youtube.com/channel/UCXLN4hduJWj0AN_fKWfZYWA  🎥 PREVIOUS VIDEO » https://youtu.be/7RFiUfaccpU 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,281,youtube#video,p-aVhSEO8Ro,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-11-08,2888281
283,youtube#playlistItem,xpOKDEOSiFdD0TxNW652GkMB7fM,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjdSRmlVZmFjY3BV,2019-10-29T19:00:08Z,UCucot-Zp428OwkyRm2I7v2Q,Extreme Rainbow Drag Transformation,"HI SISTERS! In today's video, I teach you guys how to do an extreme rainbow FULL drag transformation inspired by my new James Charles x Morphe Mini Palette for Halloween!! Enjoy and don't forget to thumbs up and SUBSCRIBE!!  🎥 PREVIOUS VIDEO » https://youtu.be/D0zE2T49xWw 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,282,youtube#video,7RFiUfaccpU,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-10-29,2751684
284,youtube#playlistItem,82q1ZQjKExRfOF_5j7Hj4hrmFIk,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkQwekUyVDQ5eFd3,2019-10-25T19:37:55Z,UCucot-Zp428OwkyRm2I7v2Q,The Nun Halloween Transformation ft. Glam&Gore,"HI SISTERS! HAPPY HALLOWEEN!! I teamed up with the amazingly talented & spooky Glam & Gore for this special FX makeup The Nun Halloween Transformation. We hope you enjoy and don't forget to thumbs up and subscribe!!  SUBSCRIBE TO MYKIE » https://www.youtube.com/user/GlamAndGoreMakeup  Listen up sisters! It’s your LAST CHANCE to win a trip to LA to score a glam makeover from yours truly!! Plus, I’ll hook you up with $1,000 to buy all the best beauty essentials. ✨ Support two amazing causes and ENTER before it’s too late! GO: http://bit.ly/Your-Glam-Makeover-Last-Chance  🎥 PREVIOUS VIDEO » https://youtu.be/kEaNlH_2POE 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,283,youtube#video,D0zE2T49xWw,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-10-25,4057545
285,youtube#playlistItem,D0VINRKMU2LC3Rou6PGPst7Kfu0,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmtFYU5sSF8yUE9F,2019-10-11T19:03:54Z,UCucot-Zp428OwkyRm2I7v2Q,James Charles x Morphe Part 2 Reveal 🌈,"HI SISTERS! I'm SO EXCITED to finally show you my NEW Mini Collection with Morphe! One year after the launch of our original palette, we wanted to shrink it down and add a mirror to the palette & also condense our brush set to the best eye brushes, so you Sisters can create any glam look on the go!! I am so thankful for all of your support over the past year.  MINI COLLECTION LAUNCHING 10/17/19 ON http://morphe.com & at all Ulta locations!! James Charles x Morphe Mini Palette - 39 iconic shades for $23 with code ""JAMES"" James Charles x Morphe Eye Brush Set - 13 perfect brushes for $53 with code ""JAMES""  SPECIAL THANK YOU TO VANESSA DAVIS! 💀 http://instagram.com/the_wigs_and_makeup_manager  🎥 PREVIOUS VIDEO » https://youtu.be/0hJ4SP61EDo 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,284,youtube#video,kEaNlH_2POE,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-10-11,5633276
286,youtube#playlistItem,bPFypack5UdXHF8NP9mSIU4dKcU,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjBoSjRTUDYxRURv,2019-10-04T19:05:37Z,UCucot-Zp428OwkyRm2I7v2Q,Reacting To & Recreating Viral TikTok Makeup Trends,"HI SISTERS! In today's video, I decided to React To & Recreate Viral TikTok Makeup Trends!! I've been obsessed with the app recently and there are so many talented artists on there so I thought this would be a fun video to try out. I hope you enjoy it and don't forget to thumbs up and SUBSCRIBE!  FOLLOW ME ON TIK TOK » @jamescharles 🎥 PREVIOUS VIDEO » https://youtu.be/lrzMFW2glIU 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,285,youtube#video,0hJ4SP61EDo,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-10-04,12876256
287,youtube#playlistItem,v9uPzICGkihMgliKjBB7EPNrIcw,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmxyek1GVzJnbElV,2019-09-27T20:47:34Z,UCucot-Zp428OwkyRm2I7v2Q,Pinkity Drinkity Makeup + Pupdate!,"HI SISTERS! In today's video, I decided to do a Starbucks Pink Drink inspired makeup look! Enjoy this chat chat get ready with me where we talk about my Puppy & reveal his name, Mario Kart Tour, Tik Tok, and a whole lot more!! Enjoy and don't forget to thumbs up and subscribe!  🎥 PREVIOUS VIDEO » https://youtu.be/Sd9MZZcyzhI 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,286,youtube#video,lrzMFW2glIU,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-09-27,5132449
